n intercept age male white school income south outmig inmig empth toler selfless altru
957 1 28 0 0 14 82.5 1 0 0 18 11 10 3
958 1 46 0 1 12 82.5 1 0 0 13 16 16 4
959 1 36 0 1 14 3.5 1 0 0 26 9 10 1
960 1 56 1 1 13 55 1 0 0 28 15 12 3
961 1 29 1 1 14 55 1 0 0 22 21 10 3
962 1 27 0 1 11 23.75 1 0 0 28 18 12 5
963 1 48 0 1 16 25 1 0 0 28 16 13 4
964 1 18 0 1 11 9 1 0 0 28 25 11 3
965 1 28 0 1 12 23.75 0 0 1 26 30 10 5
966 1 26 1 0 12 25 1 0 0 15 7 7 4
967 1 52 0 1 11 23.75 1 0 0 28 8 11 5
968 1 58 0 1 12 25 0 0 1 18 5 10 1
969 1 51 0 0 11 32.5 1 0 0 25 10 11 4
970 1 40 1 1 12 55 1 0 0 18 20 12 5
971 1 54 1 1 19 100 1 0 0 21 20 8 5
972 1 41 0 1 18 110 0 0 1 16 7 8 5
973 1 44 0 1 13 25 1 0 0 26 15 10 5
974 1 32 0 1 12 67.5 1 0 0 23 18 14 3
975 1 75 1 1 16 28.75 0 0 1 19 9 7 5
976 1 51 1 1 13 45 1 0 0 21 9 10 2
977 1 68 0 1 13 45 1 0 0 27 10 11 5
978 1 56 0 1 9 45 1 0 0 28 10 13 3
979 1 28 1 1 11 37.5 1 0 0 11 11 10 2
980 1 33 1 0 10 100 1 0 0 23 10 12 5
981 1 63 1 1 11 22.5 0 0 1 22 6 12 5
982 1 40 0 1 8 22.5 1 0 0 26 15 14 4
983 1 64 1 1 16 82.5 0 0 1 19 7 10 5
984 1 49 0 1 16 55 0 0 1 28 16 14 3
985 1 53 1 1 20 110 0 0 1 19 13 10 2
986 1 52 1 1 16 110 1 0 0 25 11 14 3
987 1 30 1 1 16 110 1 0 0 18 6 9 3
988 1 42 1 1 18 100 0 0 1 25 18 13 2
989 1 56 0 1 14 110 1 0 0 25 10 9 4
990 1 61 1 1 13 67.5 1 0 0 23 16 11 4
991 1 65 0 1 16 100 1 0 0 24 13 8 3
992 1 32 0 0 15 55 1 0 0 27 17 11 5
993 1 56 1 1 12 27.5 1 0 0 15 4 10 3
994 1 65 1 1 9 27.5 0 0 1 20 3 9 3
995 1 79 0 1 14 45 1 0 0 25 16 7 4
996 1 69 0 1 12 26.25 1 0 0 25 7 9 4
997 1 71 1 1 12 32.5 1 0 0 18 9 9 2
998 1 19 0 1 13 32.5 1 0 0 27 10 10 4
999 1 30 1 1 13 45 1 0 0 24 10 11 3
1000 1 49 1 1 12 45 1 0 0 28 13 9 4
1001 1 67 0 0 12 28.75 1 0 0 22 4 10 4
1002 1 62 0 0 7 28.75 1 0 0 20 10 12 3
1003 1 68 1 0 12 27.5 1 0 0 22 11 10 4
1004 1 46 0 0 13 55 1 0 0 21 13 9 5
1005 1 47 1 0 12 26.25 1 0 0 25 11 12 3
1006 1 33 0 1 14 45 1 0 0 21 18 10 3
1007 1 33 1 1 14 82.5 1 0 0 20 10 7 4
1008 1 62 1 1 7 27.5 1 0 0 17 15 7 3
1009 1 18 1 1 11 67.5 1 0 0 17 20 9 5
1010 1 44 0 0 14 45 1 0 0 28 14 12 5
1011 1 81 1 0 10 6.5 1 0 0 18 0 8 4
1012 1 25 1 0 9 28.75 1 0 0 11 4 5 2
1013 1 73 0 1 8 25 1 0 0 24 4 11 4
1014 1 53 0 1 14 100 1 0 0 28 17 12 5
1015 1 82 1 1 11 27.5 1 0 0 23 19 11 4
1016 1 51 1 1 14 45 1 0 0 16 12 7 0
1017 1 79 0 1 15 22.5 1 0 0 24 23 12 1
1018 1 33 0 1 16 32.5 1 0 0 24 21 12 3
1019 1 77 0 0 11 22.5 1 0 0 20 11 14 1
1020 1 62 0 0 14 7.5 0 0 1 24 11 16 4
1021 1 23 1 1 12 37.5 1 0 0 20 17 13 4
1022 1 26 1 0 15 25 1 0 0 24 18 13 5
1023 1 56 1 1 16 110 1 0 0 24 14 8 4
1024 1 67 0 1 16 22.5 1 0 0 23 17 14 5
1025 1 23 1 1 11 27.5 1 0 0 17 3 8 1
1026 1 20 0 1 16 28.75 1 0 0 17 14 5 4
1027 1 25 1 1 16 45 0 0 1 11 7 8 1
1028 1 30 0 1 12 55 0 0 1 27 15 9 4
1029 1 63 0 1 12 82.5 1 0 0 17 25 10 2
1030 1 47 0 1 16 27.5 1 0 0 20 20 8 3
1031 1 27 1 1 16 37.5 1 0 0 22 16 14 4
1032 1 56 1 1 12 82.5 1 0 0 23 18 12 3
1033 1 43 0 1 11 26.25 1 0 0 23 17 14 4
1034 1 39 0 1 10 23.75 1 0 0 26 5 10 4
1035 1 65 1 1 16 32.5 1 0 0 22 18 12 4
1036 1 26 1 1 12 55 1 0 0 27 16 10 4
1037 1 36 0 1 13 5.5 1 0 0 15 12 9 3
1038 1 36 0 1 16 82.5 1 0 0 21 16 10 3
1039 1 84 1 1 11 0.5 1 0 0 28 8 12 1
1040 1 37 0 0 12 7.5 1 0 0 26 5 16 5
1041 1 43 1 1 11 23.75 1 0 0 12 11 10 3
1042 1 71 0 0 12 45 1 0 0 18 10 13 3
1043 1 25 0 1 13 45 1 0 0 21 20 10 4
1044 1 75 0 1 11 23.75 1 0 0 28 4 13 2
1045 1 44 0 1 12 25 0 0 1 28 23 11 1
1046 1 22 0 1 14 45 0 0 1 22 13 8 4
1047 1 36 1 1 12 67.5 1 0 0 28 23 11 2
1048 1 68 0 0 12 45 1 0 0 28 4 10 4
1049 1 30 0 1 15 9 1 0 0 28 16 9 4
1050 1 29 0 0 12 55 1 0 0 28 36 14 5
1051 1 43 1 1 12 100 1 0 0 19 10 12 2
1052 1 50 1 1 14 9 1 0 0 20 15 7 2
1053 1 44 0 1 12 55 1 0 0 25 19 15 4
1054 1 23 1 1 13 25 1 0 0 16 21 8 2
1055 1 52 0 1 12 32.5 1 0 0 15 8 11 3
1056 1 61 0 1 10 9 1 0 0 24 7 16 3
1057 1 66 0 0 15 28.75 1 0 0 27 15 13 3
1058 1 42 0 1 12 55 0 0 1 19 13 10 2
1059 1 45 1 1 15 82.5 0 0 1 14 10 8 4
1060 1 33 1 1 11 45 0 0 1 20 22 11 3
1061 1 69 0 1 12 100 1 0 0 24 8 12 4
1062 1 53 0 1 12 45 0 0 1 22 12 14 4
1063 1 36 1 0 12 45 1 0 0 13 13 8 1
1064 1 51 0 1 12 55 1 0 0 28 7 11 4
1065 1 23 0 1 13 100 1 0 0 27 23 11 5
1066 1 39 0 0 12 25 1 0 0 28 11 15 2
1067 1 53 1 0 14 45 1 0 0 24 19 14 4
1068 1 61 1 0 12 45 1 0 0 15 3 12 2
1069 1 42 1 1 14 82.5 1 0 0 24 28 7 2
1070 1 28 1 1 12 2 1 0 0 4 19 14 5
1071 1 77 0 1 16 26.25 0 0 1 16 4 10 2
1072 1 37 0 1 9 32.5 1 0 0 25 12 10 4
1073 1 18 1 1 12 5.5 1 0 0 25 10 11 3
1074 1 25 0 1 16 27.5 0 0 1 24 9 9 4
1075 1 26 1 1 11 22.5 1 0 0 24 27 12 4
1076 1 44 1 1 14 23.75 1 0 0 22 11 8 4
1077 1 22 0 1 14 2 0 0 1 17 17 13 3
1078 1 46 1 1 16 82.5 1 0 0 18 10 9 2
1079 1 62 1 1 12 37.5 1 0 0 16 11 7 1
1080 1 59 0 1 13 23.75 0 0 1 28 18 16 4
1081 1 55 0 1 13 25 1 0 0 21 12 8 1
1082 1 72 0 1 12 3.5 0 0 0 23 6 4 0
1083 1 21 0 1 14 22.5 0 0 0 21 9 10 1
1084 1 36 1 0 14 110 0 0 0 20 15 10 2
1085 1 31 0 1 12 6.5 0 1 0 25 14 8 3
1086 1 19 0 1 14 0.5 0 0 0 22 5 10 4
1087 1 22 0 1 15 23.75 0 0 0 25 24 14 4
1088 1 20 0 0 16 0.5 0 0 0 27 38 15 5
1089 1 24 1 0 17 32.5 0 0 0 19 7 6 1
1090 1 42 0 1 11 28.75 0 0 0 25 24 11 4
1091 1 19 1 1 13 27.5 0 0 0 12 9 7 5
1092 1 62 0 1 13 45 0 0 0 18 9 11 2
1093 1 40 0 1 17 110 0 0 0 26 21 14 3
1094 1 36 1 1 16 82.5 0 0 0 19 18 9 4
1095 1 67 1 1 18 37.5 0 1 0 17 11 7 3
1096 1 60 1 1 7 32.5 0 0 0 16 9 10 3
1097 1 53 1 1 16 32.5 0 0 0 16 13 9 3
1098 1 62 0 1 11 23.75 0 0 0 26 11 11 4
1099 1 75 1 1 17 82.5 0 0 0 25 7 13 4
1100 1 63 1 1 13 67.5 0 0 0 28 35 14 3
1101 1 55 0 1 14 82.5 0 0 0 25 12 13 3
1102 1 65 1 1 20 100 0 0 0 24 17 10 2
1103 1 46 0 1 16 110 0 0 0 19 10 11 3
1104 1 64 0 1 8 9 0 0 0 22 8 13 3
1105 1 49 0 1 12 7.5 0 0 0 24 10 16 4
1106 1 71 0 1 12 23.75 0 0 0 24 12 14 5
1107 1 39 0 0 13 67.5 0 0 0 24 13 11 4
1108 1 64 1 0 9 55 0 0 0 21 9 9 1
1109 1 52 1 1 12 28.75 0 0 0 20 25 11 1
1110 1 76 1 1 18 28.75 0 0 0 27 15 12 3
1111 1 33 1 1 12 32.5 0 0 0 20 15 9 3
1112 1 48 1 1 12 32.5 0 0 0 13 12 6 3
1113 1 60 0 1 16 45 0 0 0 23 22 11 3
1114 1 48 1 1 19 100 0 0 0 19 23 8 2
1115 1 49 1 1 12 110 0 0 0 20 16 13 5
1116 1 41 0 1 17 45 0 0 0 17 12 6 5
1117 1 69 1 1 12 32.5 0 0 0 15 3 8 3
1118 1 69 0 1 16 82.5 1 0 0 20 18 11 3
1119 1 76 0 1 12 55 0 0 1 28 4 14 3
1120 1 57 1 1 16 67.5 0 0 0 17 17 8 5
1121 1 26 1 1 16 27.5 1 0 0 16 16 10 2
1122 1 48 0 1 16 110 0 0 0 25 11 9 4
1123 1 61 1 1 18 27.5 0 0 0 21 9 11 3
1124 1 42 1 0 12 45 0 0 0 25 9 11 3
1125 1 67 1 1 5 28.75 0 0 0 21 14 9 3
1126 1 54 1 1 14 37.5 0 0 0 17 10 6 3
1127 1 27 1 1 14 25 0 0 0 15 37 10 4
1128 1 44 0 1 16 110 0 0 0 22 21 8 3
1129 1 66 0 1 12 37.5 1 0 0 20 17 8 3
1130 1 38 1 0 12 28.75 1 0 0 20 7 10 5
1131 1 32 1 1 19 55 0 0 1 15 15 9 3
1132 1 41 1 1 12 32.5 1 0 0 28 16 9 4
1133 1 49 0 1 8 9 1 0 0 28 12 14 4
1134 1 24 0 1 12 23.75 0 0 0 19 15 12 3
1135 1 23 1 0 16 25 0 0 0 19 7 10 4
1136 1 29 0 1 13 27.5 0 0 0 19 16 8 2
1137 1 55 1 1 16 100 0 0 0 20 18 12 3
1138 1 25 0 1 14 32.5 1 0 0 28 18 13 3
1139 1 43 1 1 16 110 1 0 0 12 12 6 2
1140 1 47 1 1 12 100 1 0 0 18 12 10 1
1141 1 46 1 1 14 67.5 1 0 0 16 15 9 3
1142 1 71 0 1 12 27.5 1 0 0 19 13 11 3
1143 1 51 0 1 12 0.5 1 0 0 18 7 10 1
1144 1 37 1 1 15 45 1 0 0 19 15 7 3
1145 1 35 1 1 13 110 1 0 0 15 15 11 2
1146 1 23 1 0 12 37.5 0 0 1 16 11 6 1
1147 1 33 1 0 16 100 0 0 1 23 16 12 2
1148 1 69 0 1 14 27.5 1 0 0 23 19 14 3
1149 1 57 1 1 16 45 1 0 0 19 16 9 3
1150 1 42 0 1 16 55 0 0 1 28 26 15 5
1151 1 63 1 1 17 82.5 1 0 0 22 27 8 1
1152 1 77 1 1 8 23.75 0 0 1 11 9 11 2
1153 1 26 0 1 14 28.75 1 0 0 25 15 10 2
1154 1 51 0 1 20 67.5 1 0 0 25 11 11 4
1155 1 76 0 1 16 55 0 0 1 25 18 12 2
1156 1 60 0 1 17 37.5 1 0 0 18 8 9 5
1157 1 21 1 1 10 45 1 0 0 21 12 8 1
1158 1 20 1 1 9 37.5 1 0 0 25 10 11 4
1159 1 71 1 1 14 45 0 0 1 21 11 7 0
1160 1 66 0 1 12 45 1 0 0 24 9 10 3
1161 1 69 1 1 15 67.5 1 0 0 18 13 7 2
1162 1 53 1 1 13 26.25 1 0 0 18 7 11 0
1163 1 45 1 1 13 67.5 1 0 0 24 12 12 5
1164 1 48 0 1 12 55 1 0 0 11 10 11 3
1165 1 74 0 0 13 9 0 1 0 14 11 8 0
1166 1 49 0 0 15 110 0 0 0 17 8 11 1
1167 1 77 1 1 13 45 0 0 0 27 13 8 1
1168 1 28 1 1 15 82.5 0 0 0 5 12 3 2
1169 1 46 0 1 13 100 0 0 0 28 21 11 3
1170 1 38 0 1 14 82.5 0 0 0 15 9 9 3
1171 1 48 0 1 13 67.5 0 0 0 16 11 10 5
1172 1 78 0 1 12 27.5 0 0 0 13 14 11 5
1173 1 83 0 1 14 25 0 0 0 19 8 12 2
1174 1 23 0 1 15 27.5 0 0 0 19 13 12 2
1175 1 33 1 1 16 67.5 0 0 0 16 14 8 3
1176 1 53 0 1 17 67.5 0 0 0 28 9 15 4
1177 1 50 1 1 14 110 0 0 0 14 14 10 3
1178 1 54 0 1 16 37.5 0 0 0 27 21 10 5
1179 1 44 0 1 13 32.5 0 0 0 21 13 11 3
1180 1 21 1 0 13 55 0 0 0 21 16 13 1
1181 1 34 0 0 12 26.25 0 0 0 14 19 9 2
1182 1 68 1 1 14 0.5 0 0 0 24 16 8 3
1183 1 30 1 0 11 32.5 0 0 0 28 5 11 3
1184 1 55 1 1 12 23.75 0 0 0 28 15 11 2
1185 1 76 0 1 11 22.5 0 0 0 28 21 11 5
1186 1 71 0 0 2 9 0 1 0 21 6 7 1
1187 1 65 0 1 15 22.5 0 0 1 25 8 12 1
1188 1 19 1 0 12 0.5 0 0 1 19 19 10 5
1189 1 83 1 1 17 67.5 1 0 0 22 12 11 2
1190 1 38 0 1 13 55 0 0 0 21 6 10 3
1191 1 44 0 1 14 67.5 0 0 0 23 13 11 3
1192 1 64 1 1 10 25 0 0 0 23 10 7 2
1193 1 57 1 1 15 100 0 0 0 19 12 11 3
1194 1 62 0 1 16 45 0 1 0 27 10 13 3
1195 1 66 0 0 16 32.5 0 0 0 22 8 11 3
1196 1 24 1 1 17 100 0 0 0 23 8 8 3
1197 1 50 1 1 18 67.5 0 0 0 16 15 11 3
1198 1 54 1 1 16 110 0 0 0 19 19 10 2
1199 1 36 0 1 12 28.75 0 0 0 11 6 6 4
1200 1 43 1 1 13 100 0 0 0 26 18 13 3
1201 1 39 1 1 12 82.5 0 0 0 19 14 9 1
1202 1 84 0 1 12 28.75 0 0 0 21 6 12 1
1203 1 71 1 1 15 23.75 0 0 0 27 21 14 3
1204 1 74 1 1 12 32.5 0 0 0 14 6 8 0
1205 1 63 1 0 16 82.5 0 0 0 19 1 9 3
1206 1 30 1 1 14 82.5 0 0 0 21 13 10 3
1207 1 36 0 1 12 82.5 0 0 0 25 12 13 3
1208 1 53 0 1 20 110 0 0 0 12 13 8 0
1209 1 45 1 1 14 45 0 0 0 14 11 8 3
1210 1 22 1 0 12 27.5 0 0 0 22 20 11 3
1211 1 70 0 1 16 45 0 0 0 24 13 10 3
1212 1 24 1 0 11 23.75 0 0 0 20 9 8 1
1213 1 68 0 0 13 9 0 0 0 17 2 11 2
1214 1 48 0 0 14 23.75 0 0 0 24 26 13 2
1215 1 55 0 0 15 0.5 0 1 0 14 0 6 0
1216 1 45 0 1 13 110 0 0 0 17 23 9 2
1217 1 32 1 0 12 82.5 0 0 0 14 10 8 2
1218 1 28 0 0 18 110 0 0 0 17 16 10 1
1219 1 57 1 1 14 45 0 0 0 16 6 9 0
1220 1 35 1 1 10 22.5 0 0 0 23 12 10 3
1221 1 45 0 1 14 45 0 0 0 25 22 10 2
1222 1 74 1 1 13 23.75 0 0 0 16 14 5 1
1223 1 37 1 1 16 110 0 0 0 17 2 8 0
1224 1 40 1 0 12 32.5 0 0 0 22 12 7 1
1225 1 32 1 0 11 55 0 0 0 28 11 10 2
1226 1 57 1 0 14 110 0 0 0 15 8 9 2
1227 1 53 0 1 12 100 0 0 0 17 10 11 3
1228 1 82 0 1 12 67.5 0 0 0 24 28 10 3
1229 1 55 0 1 16 67.5 0 0 0 22 19 12 3
1230 1 89 1 1 2 27.5 0 0 0 16 21 7 2
1231 1 24 0 1 12 55 0 0 0 25 12 14 3
1232 1 25 1 1 12 55 0 0 0 16 8 11 3
1233 1 32 1 1 13 110 0 0 0 21 29 12 3
1234 1 23 1 1 14 55 0 0 0 18 19 9 3
1235 1 24 1 0 11 55 0 0 0 21 14 10 2
1236 1 50 0 0 14 22.5 0 0 0 19 12 9 2
1237 1 54 1 0 14 23.75 0 0 0 12 20 8 2
1238 1 28 1 1 12 55 0 0 0 16 16 6 1
1239 1 39 0 0 12 82.5 0 0 0 28 16 12 3
1240 1 42 1 1 14 110 0 0 0 23 23 11 3
1241 1 25 0 1 16 23.75 0 0 0 21 16 8 4
1242 1 53 0 0 14 26.25 0 0 0 20 15 8 5
1243 1 25 0 0 14 23.75 0 0 0 13 23 8 1
1244 1 32 0 0 15 27.5 0 0 0 14 12 8 1
1245 1 35 0 0 13 26.25 0 0 0 27 35 11 5
1246 1 26 0 1 16 7.5 0 0 0 28 17 16 4
1247 1 24 0 0 11 3.5 0 0 0 20 3 7 5
1248 1 25 0 0 11 3.5 0 0 0 22 14 11 5
1249 1 23 0 1 16 67.5 0 0 0 14 5 8 4
1250 1 56 0 1 18 110 0 0 0 28 15 14 3
1251 1 61 1 1 16 67.5 0 0 0 25 13 11 4
1252 1 62 1 1 11 110 0 0 0 13 10 8 1
1253 1 43 0 1 12 100 0 0 0 26 19 12 2
1254 1 33 0 1 20 110 0 0 0 25 10 14 5
1255 1 49 1 0 18 67.5 0 0 0 20 9 8 3
1256 1 40 1 1 19 67.5 0 0 0 16 10 8 2
1257 1 43 0 1 16 55 0 0 0 28 14 16 4
1258 1 48 0 1 6 82.5 0 0 0 18 11 13 3
1259 1 42 0 1 14 55 0 0 0 20 12 7 2
1260 1 76 1 1 15 28.75 0 0 0 20 9 6 2
1261 1 32 0 1 12 110 0 0 0 19 8 10 3
1262 1 63 1 1 18 110 0 0 0 17 18 10 3
1263 1 29 1 1 14 100 0 0 0 16 10 9 3
1264 1 70 1 1 13 37.5 0 0 0 26 18 9 2
1265 1 66 1 1 16 45 0 0 0 22 9 11 1
1266 1 23 0 1 12 37.5 0 0 0 23 18 11 3
1267 1 48 0 1 18 110 0 0 0 28 23 13 5
1268 1 44 1 1 12 37.5 0 0 0 17 14 7 1
1269 1 27 0 1 16 82.5 0 0 0 21 10 10 3
1270 1 72 1 1 16 32.5 0 0 0 20 3 8 1
1271 1 68 1 1 18 110 0 0 0 18 11 10 2
1272 1 75 0 1 12 45 0 0 0 28 13 14 1
1273 1 51 1 1 17 110 0 0 0 19 9 12 2
1274 1 30 1 1 18 55 0 0 0 22 14 11 3
1275 1 38 0 0 16 37.5 0 1 0 20 19 11 2
1276 1 27 0 1 12 55 0 0 0 11 11 6 1
1277 1 40 0 1 12 82.5 0 0 0 13 8 6 2
1278 1 19 0 0 12 28.75 0 0 0 21 33 14 4
1279 1 26 1 1 15 100 0 0 0 28 34 14 5
1280 1 23 0 1 14 110 0 1 0 26 17 10 2
1281 1 56 1 1 16 0.5 0 0 0 21 17 12 1
1282 1 35 1 1 14 55 0 0 0 24 14 10 3
1283 1 33 1 1 16 110 0 0 0 13 8 10 2
1284 1 37 0 1 20 110 0 0 0 14 6 8 2
1285 1 65 1 1 19 110 0 0 0 18 8 12 4
1286 1 45 0 1 16 110 0 0 0 19 26 7 4
1287 1 32 0 1 16 82.5 0 0 0 18 14 8 2
1288 1 52 0 0 5 45 0 0 0 23 21 12 3
1289 1 24 0 1 13 27.5 0 0 0 16 6 9 3
1290 1 30 1 1 17 27.5 0 1 0 24 15 13 4
1291 1 49 0 0 9 32.5 0 0 0 19 16 11 5
1292 1 37 0 1 14 27.5 0 0 0 25 20 8 3
1293 1 26 0 1 12 27.5 0 0 0 25 11 13 2
1294 1 59 0 1 14 100 0 0 0 14 10 10 4
1295 1 40 1 1 16 110 0 0 0 16 16 10 2
1296 1 47 0 1 14 110 0 0 0 15 14 10 4
1297 1 44 1 1 17 110 0 0 0 25 21 12 1
1298 1 75 1 1 17 45 0 0 0 21 10 8 3
1299 1 87 1 1 18 55 0 0 0 11 9 9 1
1300 1 46 0 1 16 110 0 0 0 19 16 9 3
1301 1 57 1 1 14 27.5 0 0 0 21 11 12 3
1302 1 66 1 1 12 32.5 0 0 0 16 16 9 3
1303 1 32 1 0 16 45 0 1 0 28 23 11 4
1304 1 46 1 1 15 55 0 0 0 18 10 11 3
1305 1 46 0 1 12 45 0 0 0 23 10 8 3
1306 1 35 0 1 20 55 0 0 0 21 8 11 2
1307 1 67 0 1 12 27.5 0 0 0 17 6 8 0
1308 1 84 1 1 12 27.5 0 0 0 20 10 10 2
1309 1 36 1 1 12 26.25 0 0 0 14 9 9 1
1310 1 38 0 1 12 27.5 0 0 0 22 7 9 1
1311 1 49 0 1 12 28.75 0 0 0 28 6 8 0
1312 1 26 1 1 13 67.5 0 0 0 18 10 8 2
1313 1 54 0 1 14 55 0 0 0 21 14 11 3
1314 1 27 1 0 14 82.5 0 0 0 19 11 10 2
1315 1 45 0 0 20 55 0 1 0 22 10 8 2
1316 1 22 0 0 13 27.5 0 0 0 22 28 12 4
1317 1 32 1 0 12 45 0 0 0 13 3 6 1
1318 1 35 0 1 13 67.5 0 0 0 12 12 7 1
1319 1 32 1 1 16 67.5 0 0 0 21 8 12 3
1320 1 31 0 1 17 45 0 0 0 28 17 11 4
1321 1 33 0 0 14 0.5 0 0 0 28 22 14 1
1322 1 24 0 1 14 27.5 0 0 0 23 8 9 3
1323 1 30 1 0 15 37.5 0 0 0 18 18 13 4
1324 1 28 0 0 16 23.75 0 0 0 22 11 9 3
1325 1 42 0 1 16 55 0 0 0 14 17 10 2
1326 1 40 1 1 16 55 0 0 0 19 10 11 3
1327 1 67 1 1 12 67.5 0 0 0 28 20 16 3
1328 1 45 1 0 19 67.5 0 0 0 23 9 11 3
1329 1 60 1 1 19 45 0 0 0 28 35 14 4
1330 1 33 0 1 18 110 0 1 0 20 20 8 3
1331 1 65 0 0 14 45 0 0 0 20 8 15 3
1332 1 41 1 0 12 37.5 0 0 0 17 10 10 1
1333 1 47 0 1 20 110 0 0 0 24 20 12 1
1334 1 43 0 1 16 110 0 0 0 16 12 6 1
1335 1 37 1 1 16 110 0 0 0 24 20 12 2
1336 1 83 0 1 20 110 0 0 0 21 10 10 3
1337 1 48 0 1 20 45 0 0 0 26 21 9 1
1338 1 87 0 0 9 6.5 0 1 0 20 5 8 3
1339 1 21 0 0 13 27.5 0 0 0 20 10 7 1
1340 1 73 1 1 12 37.5 0 0 0 22 16 6 4
1341 1 24 0 1 14 82.5 0 0 0 20 11 7 0
1342 1 33 0 0 14 32.5 0 0 0 11 4 2 0
1343 1 43 0 1 12 67.5 0 0 0 18 6 8 3
1344 1 31 1 1 18 110 0 0 0 28 9 10 4
1345 1 67 0 1 13 45 0 0 0 28 12 16 2
1346 1 35 0 1 16 110 0 0 0 27 18 10 2
1347 1 39 1 1 17 110 0 0 0 17 10 9 3
1348 1 47 0 1 12 110 0 0 0 22 14 11 3
1349 1 42 1 0 12 45 0 0 0 18 16 9 2
1350 1 31 1 0 12 27.5 0 0 0 16 8 7 1
1351 1 37 1 0 13 2 0 0 0 24 15 10 0
1352 1 55 1 0 15 67.5 0 0 0 28 20 16 5
1353 1 51 1 0 14 3.5 0 0 0 16 29 13 4
1354 1 36 1 0 14 100 0 0 0 24 19 14 2
1355 1 42 0 0 11 110 0 0 0 28 23 15 5
1356 1 21 0 0 12 27.5 0 0 0 22 25 8 2
1357 1 62 1 1 16 110 0 0 0 17 8 9 1
1358 1 39 0 1 16 110 0 0 0 25 17 13 3
1359 1 61 1 1 20 100 0 0 0 27 16 14 1
1360 1 50 0 1 16 55 0 0 0 18 8 11 1
1361 1 43 1 0 20 82.5 0 0 0 17 11 10 3
1362 1 32 1 1 12 67.5 0 0 0 11 7 6 3
1363 1 41 1 1 12 67.5 0 0 0 22 35 11 5
1364 1 37 1 1 15 110 0 0 0 14 15 12 1
1365 1 36 1 1 14 100 0 0 0 17 5 5 3
1366 1 59 1 1 15 110 0 0 0 20 15 12 2
1367 1 66 0 0 12 3.5 0 1 0 24 18 16 2
1368 1 45 0 1 18 110 0 0 0 22 4 10 3
1369 1 37 1 1 19 110 0 0 0 15 12 8 3
1370 1 41 0 1 12 110 0 0 0 13 8 7 1
1371 1 32 1 1 11 55 0 0 0 15 10 9 2
1372 1 60 0 1 13 82.5 0 0 0 21 8 9 3
1373 1 43 0 1 13 45 0 0 0 24 6 8 1
1374 1 33 1 1 16 55 0 0 0 28 10 8 3
1375 1 40 0 1 12 27.5 0 0 0 21 7 9 3
1376 1 76 0 0 12 100 0 0 0 24 8 12 2
1377 1 47 0 1 12 27.5 0 0 0 20 10 13 1
1378 1 50 0 1 12 0.5 0 0 0 28 15 13 3
1379 1 44 0 1 9 32.5 0 0 0 20 12 10 3
1380 1 64 1 1 12 28.75 0 0 0 14 11 9 3
1381 1 77 0 1 9 28.75 0 0 0 23 11 14 1
1382 1 50 0 1 12 23.75 0 0 0 18 19 9 3
1383 1 25 0 1 12 26.25 0 0 0 15 10 7 1
1384 1 30 1 1 12 26.25 0 0 0 20 7 7 2
1385 1 32 0 1 14 32.5 0 0 0 16 6 7 3
1386 1 62 0 1 14 45 0 0 0 28 10 7 2
1387 1 33 1 1 12 25 0 0 0 20 16 11 2
1388 1 67 1 1 12 22.5 0 0 0 28 16 15 2
1389 1 48 1 1 2 82.5 0 0 0 15 8 8 0
1390 1 24 0 0 12 3.5 0 0 0 17 28 5 2
1391 1 43 1 1 12 55 1 0 0 19 12 12 3
1392 1 53 0 1 12 28.75 1 0 0 21 12 11 1
1393 1 33 0 1 17 55 1 0 0 26 7 10 3
1394 1 48 0 0 12 82.5 0 0 1 22 7 12 5
1395 1 56 1 1 18 100 0 0 1 20 23 10 4
1396 1 61 1 0 7 27.5 1 0 0 13 13 4 1
1397 1 73 0 1 18 45 1 0 0 28 15 12 2
1398 1 46 0 1 18 45 1 0 0 27 21 14 5
1399 1 48 1 1 12 28.75 1 0 0 18 9 8 2
1400 1 37 1 1 15 67.5 0 0 0 23 22 12 4
1401 1 40 0 1 12 45 0 0 0 13 14 7 1
1402 1 72 1 1 8 28.75 0 0 0 23 12 12 3
1403 1 61 0 1 12 32.5 0 0 0 15 19 8 3
1404 1 56 0 1 11 37.5 0 0 0 28 16 12 3
1405 1 27 1 1 16 45 0 0 0 14 13 8 2
1406 1 23 1 1 13 25 0 0 0 12 15 8 3
1407 1 37 0 0 15 27.5 0 1 0 26 14 15 4
1408 1 34 1 1 12 45 0 0 0 17 8 8 4
1409 1 61 0 1 16 67.5 0 0 0 28 26 11 4
1410 1 80 0 1 13 9 0 0 0 14 6 10 1
1411 1 88 0 1 8 25 0 0 0 22 7 9 2
1412 1 46 1 0 2 26.25 0 0 0 21 5 11 1
1413 1 50 0 0 18 32.5 0 0 0 24 12 9 4
1414 1 48 0 1 16 100 0 0 0 28 16 11 3
1415 1 46 1 1 12 67.5 0 0 0 15 12 8 3
1416 1 76 1 1 20 45 0 0 0 24 12 14 4
1417 1 24 1 1 16 32.5 0 0 0 20 16 11 3
1418 1 75 0 1 14 23.75 0 0 0 19 10 11 1
1419 1 80 1 1 8 9 0 0 0 26 2 15 4
1420 1 71 1 1 12 28.75 0 0 0 14 9 8 2
1421 1 72 0 1 12 22.5 0 0 0 20 5 12 3
1422 1 45 1 1 12 100 0 0 0 13 11 7 3
